age,gender,weight_kg,height_m,max_bpm,avg_bpm,resting_bpm,session_duration_hours,calories_burned,workout_type,fat_percentage,water_intake_liters,workout_frequency_daysweek,experience_level,bmi,daily_meals_frequency,physical_exercise,carbs,proteins,fats,calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,name_of_exercise,sets,reps,benefit,burns_calories_per_30_min,target_muscle_group,equipment_needed,difficulty_level,body_part,type_of_muscle,workout,bmi_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_hrr,pct_maxhr,cal_balance,lean_mass_kg,expected_burn,burns_calories_per_30_min_bc,burns_calories_bin,age_group
40,Female,70,1,171,163,73,0,1040,HIIT,30,1,3,1,29,3,0,283,111,74,1909,Other,Snack,Balanced,38,1933,147,431,Roasted,18,9,1,Bear Crawls,4,24,Improves core stability and balance,353,"Shoulders, Upper Back",Dumbbells or Barbell,Intermediate,Abs,Lower Chest,Incline cable crossovers,29,2253,0,1,0,0,868,48,608,9223372036854775807,High,31-45
38,Male,70,1,164,143,65,1,1570,HIIT,27,1,3,2,30,2,0,320,127,85,1902,Other,Dinner,Vegan,28,1028,48,233,Boiled,20,104,3,Lateral Raises,4,21,Builds chest strength,368,"Legs, Shoulders, Core",Bench or Chair,Intermediate,Forearms,Lower Chest,Barbell squats,30,2559,0,1,0,0,331,51,878,9223372036854775807,Very High,31-45
55,Female,88,1,176,152,64,1,1381,Yoga,33,3,5,3,31,3,0,196,78,51,2334,Other,Dinner,Paleo,12,2218,200,442,Baked,14,52,5,Flutter Kicks,4,22,Improves posture and strengthens upper back,338,"Back, Core, Shoulders",Dumbbells,Beginner,Chest,Lower,Close-grip bench press,31,1565,0,0,0,0,952,58,1199,9223372036854775807,Medium,46-60
46,Female,40,1,172,131,62,0,968,HIIT,16,2,3,1,13,4,0,251,99,66,1328,Other,Snack,Balanced,11,2279,72,261,Baked,12,39,2,Deadlift,3,17,Builds unilateral leg strength and balance,334,Triceps,Pull-up Bar,Beginner,Back,Lower Chest,Decline cable crossovers,13,2003,0,2,0,0,360,33,534,9223372036854775807,Low,46-60
25,Male,104,1,173,155,67,1,1765,HIIT,28,2,2,1,29,4,0,197,79,53,2867,Other,Breakfast,Low-Carb,43,2091,257,466,Roasted,50,37,4,Lat Pulldowns,4,15,Strengthens lower body,357,"Lower Chest, Triceps",None or Dumbbell,Intermediate,Shoulders,Wrist Extensors,Military press,29,1588,0,0,0,0,1101,74,958,9223372036854775807,High,18-30
45,Male,89,1,177,152,69,1,1977,Strength,24,3,5,3,27,4,0,283,113,75,2638,Other,Dinner,Keto,20,216,120,456,Roasted,29,37,3,Tricep Dips,3,14,Combines lower body and upper body strength,355,"Upper Chest, Triceps",Step or Box,Beginner,Back,Lower Chest,Lateral raises,27,2265,0,1,0,0,660,67,1201,9223372036854775807,High,31-45
18,Female,85,1,194,156,61,1,1940,Strength,27,3,4,2,24,2,0,314,125,83,2440,Other,Dinner,Low-Carb,17,265,148,122,Steamed,11,91,1,Lat Pulldowns,5,17,Improves lower back strength,363,"Glutes, Hamstrings, Core",Kettlebell,Advanced,Legs,Quads,Bent-over lateral raises,24,2514,0,1,0,0,499,61,1207,9223372036854775807,Very High,<18
52,Male,82,1,166,136,52,1,979,Cardio,26,2,4,2,27,3,0,222,88,59,2206,Other,Dinner,Vegetarian,6,1175,243,420,Boiled,28,119,4,Renegade Rows,4,17,Improves back strength and posture,342,"Shoulders, Upper Back",Barbell,Intermediate,Back,Upper,Face pulls,27,1775,0,1,0,0,1226,60,697,9223372036854775807,Medium,46-60
35,Male,43,1,196,157,65,0,689,HIIT,18,2,2,1,16,1,0,170,68,46,1281,Other,Snack,Keto,42,1366,84,472,Fried,47,18,4,Tricep Extensions,4,20,Builds back strength,337,"Lower Back, Glutes",Dumbbells or Barbell,Beginner,Arms,Lats,Hammer curls,16,1372,0,1,0,0,591,35,384,9223372036854775807,Low,31-45
30,Female,77,1,165,130,62,1,1859,HIIT,26,2,4,1,24,3,0,284,114,76,2071,Other,Lunch,Vegan,34,1200,253,364,Baked,29,14,3,Squats,5,15,Builds lower body power,351,Lower Abs,Bench or Step,Intermediate,Back,Lower,Leg raises,24,2283,0,1,0,0,211,57,990,9223372036854775807,High,18-30
55,Male,62,1,198,143,53,1,993,Yoga,20,2,3,2,18,2,0,152,61,40,1671,Other,Lunch,Balanced,18,104,54,203,Roasted,12,15,3,Plyo Squats,4,21,Combines lower body and upper body strength,359,Core,Dumbbells or Barbell,Intermediate,Back,Upper,Bicep Curls,18,1223,0,0,0,0,677,49,992,9223372036854775807,High,46-60
32,Female,46,1,193,143,50,1,1920,HIIT,15,2,2,2,12,3,0,178,71,47,1252,Other,Dinner,Paleo,15,2295,31,376,Steamed,46,86,3,Thrusters,4,24,Improves flexibility,337,"Obliques, Core",Barbell,Beginner,Chest,Posterior,Concentration curls,12,1427,0,1,0,0,-668,38,979,9223372036854775807,Medium,31-45
22,Male,59,1,185,141,58,1,2386,HIIT,22,2,4,2,18,2,0,280,112,75,1637,Other,Lunch,Vegetarian,12,2215,56,292,Fried,52,44,3,Reverse Lunges,5,24,Isolates and strengthens triceps,330,"Shoulders, Upper Back",Barbell,Beginner,Shoulders,Posterior,Triceps pushdowns,18,2250,0,1,0,0,-749,46,1102,9223372036854775807,Low,18-30
32,Male,84,1,195,126,63,1,962,Yoga,28,2,2,1,27,3,0,184,73,49,2210,Other,Lunch,Vegan,38,862,30,383,Roasted,17,17,2,Pull-ups,4,19,Targets upper chest,362,"Full Body, Core, Shoulders",None or Dumbbells,Advanced,Arms,Lower Chest,Hammer curl,27,1477,0,0,0,0,1247,60,1058,9223372036854775807,Very High,31-45
33,Male,64,1,185,120,73,1,2245,HIIT,22,2,5,3,24,3,0,246,97,65,1803,Other,Dinner,Keto,27,1453,68,306,Boiled,53,35,2,Box Jumps,4,19,Enhances full-body coordination and stability,337,"Lower Back, Glutes",Kettlebell,Beginner,Legs,Lower Chest,Romanian deadlifts,24,1963,0,1,0,0,-442,49,1058,9223372036854775807,Low,31-45
32,Male,74,1,191,145,65,1,827,Yoga,24,1,4,1,23,4,0,181,71,47,1987,Other,Dinner,Vegetarian,39,778,7,156,Roasted,35,72,1,Leg Raises,3,23,Strengthens triceps and chest,370,"Legs, Shoulders, Core",Dumbbells,Intermediate,Forearms,Wrist Extensors,Dumbbell front raises,23,1440,0,0,0,0,1159,56,852,9223372036854775807,Very High,31-45
38,Male,59,1,169,153,58,1,1296,Cardio,18,2,4,2,17,1,0,217,86,57,1649,Other,Lunch,Balanced,2,263,199,429,Grilled,52,115,3,Push Ups,4,25,Builds lower body power,354,"Shoulders, Triceps",Step or Box,Intermediate,Back,Anterior,Triceps dips,17,1736,0,1,0,0,353,48,957,9223372036854775807,High,31-45
18,Male,48,1,186,135,55,0,634,Yoga,24,1,2,1,21,3,0,177,71,47,1132,Other,Breakfast,Paleo,9,2044,167,241,Baked,20,64,4,Bird Dogs,4,14,Improves cardiovascular fitness,365,"Legs, Shoulders, Core",None or Dumbbell,Advanced,Arms,Triceps,Seated cable rows,21,1419,0,1,0,0,497,36,701,9223372036854775807,Very High,<18
55,Male,70,1,166,161,68,0,640,HIIT,28,1,2,1,26,3,0,218,87,57,2112,Other,Snack,Keto,10,2338,23,437,Fried,27,31,2,Tricep Extensions,5,25,Builds lower body power and endurance,345,Calves,Cable Machine,Beginner,Back,Posterior,Barbell hip thrusts,26,1744,0,1,0,0,1471,50,366,9223372036854775807,Medium,46-60
55,Male,86,1,175,156,61,0,951,Cardio,26,2,3,2,27,2,0,254,101,67,2339,Other,Lunch,Vegan,8,1728,59,315,Grilled,31,79,2,Bear Crawls,4,21,Advanced core exercise,336,"Shoulders, Triceps",Parallel Bars or Chair,Beginner,Arms,Grip Strength,Cable crossovers,27,2034,0,1,0,0,1387,63,667,9223372036854775807,Low,46-60
58,Female,51,1,173,169,51,1,1352,HIIT,19,2,3,1,16,2,0,217,88,58,1505,Other,Lunch,Vegan,15,1038,231,225,Steamed,14,16,1,Superman,4,23,Improves shoulder mobility and posture,335,Full Body,Bench or Step,Beginner,Arms,Wrist Flexors,Hammer curl,16,1749,0,1,0,0,152,41,751,9223372036854775807,Low,46-60
56,Male,122,1,165,134,57,1,986,Cardio,35,3,3,1,34,3,0,195,80,52,3114,Other,Dinner,Vegetarian,37,1396,242,117,Raw,13,79,4,Resistance Band Pull-Aparts,4,18,Isolates and strengthens triceps,365,"Lower Abs, Hip Flexors",None or Dumbbell,Intermediate,Back,Grip Strength,Face pulls,34,1576,0,0,0,0,2127,79,817,9223372036854775807,Very High,46-60
23,Female,79,1,192,155,56,1,1925,HIIT,27,1,4,1,26,3,0,224,90,60,2126,Other,Snack,Low-Carb,12,1780,289,330,Baked,31,8,4,Step-ups,4,25,Strengthens triceps and chest,335,"Upper Chest, Triceps",Bench or Step,Advanced,Legs,Middle,Triceps pushdowns,26,1798,0,1,0,0,200,57,979,9223372036854775807,Low,18-30
38,Male,61,1,162,166,62,0,921,Strength,21,1,3,1,22,3,0,225,90,60,1700,Other,Breakfast,Balanced,38,1696,209,362,Raw,11,80,4,Lat Pulldowns,5,25,Targets lower chest,329,"Core, Shoulders, Hips",Resistance Band or Cable Machine,Beginner,Abs,Posterior,Decline cable crossovers,22,1813,0,1,1,1,778,48,612,9223372036854775807,Low,31-45
59,Female,41,1,171,131,59,1,811,Yoga,19,2,1,1,15,3,0,211,84,56,1258,Other,Dinner,Keto,48,1194,140,257,Boiled,51,66,3,Pull-ups,5,16,Builds unilateral leg strength,338,Shoulders,Low Bar or TRX,Intermediate,Arms,Grip Strength,Hammer curls,15,1693,0,2,0,0,446,33,831,9223372036854775807,Medium,46-60
50,Female,49,1,190,129,55,1,896,Yoga,21,2,1,1,19,2,0,191,75,51,1262,Other,Snack,Vegan,29,1964,143,296,Grilled,48,109,4,Face Pulls,5,16,Improves core stability and balance,350,"Quadriceps, Calves, Glutes",Bench or Chair,Beginner,Back,Anterior,Concentration curls,19,1529,0,1,0,0,365,39,954,9223372036854775807,High,46-60
39,Female,57,1,168,142,60,1,1457,Yoga,20,2,4,2,19,1,0,194,76,51,1735,Other,Lunch,Vegetarian,43,47,292,355,Steamed,55,40,2,Shoulder Press,5,20,Improves core rotation strength,344,"Chest, Triceps, Shoulders",Resistance Band or Cable Machine,Beginner,Back,Lats,Russian twists,19,1549,0,1,0,0,277,45,1288,9223372036854775807,Medium,31-45
32,Male,46,1,193,144,50,1,1044,Yoga,16,2,3,2,12,3,0,177,72,47,1438,Other,Dinner,Keto,15,2266,31,371,Baked,46,84,3,Burpees,3,24,Builds back strength,339,"Upper Chest, Triceps",Resistance Band or Cable Machine,Intermediate,Abs,Grip Strength,Decline dumbbell flyes,12,1430,0,1,0,0,394,38,983,9223372036854775807,Medium,31-45
57,Male,108,1,198,155,55,1,1983,HIIT,28,2,2,2,29,2,0,305,122,81,2706,Other,Dinner,Paleo,15,88,32,395,Raw,8,60,1,Lat Pulldowns,5,16,Improves cardiovascular fitness,357,"Core, Shoulders, Hips",None or Dumbbell,Intermediate,Legs,Wrist Flexors,Wrist extension,29,2444,0,1,0,0,722,77,1072,9223372036854775807,High,46-60
57,Male,75,1,185,152,65,1,1007,Cardio,25,1,3,1,27,3,0,273,109,72,2144,Other,Breakfast,Paleo,13,858,24,234,Boiled,16,36,1,Bear Crawls,5,14,Improves core stability and balance,360,"Upper Chest, Triceps",Box or Platform,Beginner,Chest,Anterior,Leg press,27,2188,0,1,0,0,1136,56,757,9223372036854775807,Very High,46-60
50,Female,56,1,195,139,60,1,1467,Yoga,27,2,5,3,21,4,0,214,85,57,1735,Other,Lunch,Vegetarian,42,600,264,395,Roasted,39,14,4,Bulgarian Split Squats,4,21,Builds upper body strength,361,"Legs, Core",Kettlebell,Intermediate,Shoulders,Lower Chest,Plank,21,1717,0,1,0,0,267,40,1358,9223372036854775807,Very High,46-60
39,Female,76,1,178,137,67,1,811,Yoga,24,3,4,1,20,2,0,280,112,74,2287,Other,Lunch,Vegan,25,1725,287,491,Grilled,14,82,4,Bench Press,4,22,Improves shoulder mobility and posture,371,"Glutes, Hamstrings, Core",Low Bar or TRX,Intermediate,Abs,Triceps,Crunches,20,2243,0,1,0,0,1475,57,839,9223372036854775807,Very High,31-45
47,Male,97,1,199,147,63,0,741,Strength,28,2,3,1,27,3,0,238,94,62,2617,Other,Lunch,Balanced,33,1237,239,184,Raw,42,92,4,Bicep Curls,4,17,Improves core stability,347,Core,Parallel Bars or Chair,Intermediate,Legs,Quads,Dumbbell flyes,27,1896,0,0,0,0,1875,69,520,9223372036854775807,Medium,46-60
49,Male,51,1,161,156,60,1,870,Yoga,22,3,1,1,17,1,0,265,105,70,1432,Other,Lunch,Vegetarian,16,205,138,154,Steamed,28,67,1,Lateral Raises,5,20,Improves flexibility,356,Full Body,Pull-up Bar,Advanced,Shoulders,Lateral,Leg extensions,17,2114,0,2,0,0,561,39,942,9223372036854775807,High,46-60
19,Male,76,1,197,132,52,1,1532,Strength,26,2,4,1,24,3,0,251,100,66,2065,Other,Dinner,Vegetarian,15,363,280,253,Baked,34,113,2,Leg Press,4,15,Strengthens triceps and chest,353,Quadriceps,None or Dumbbells,Intermediate,Chest,Middle,Barbell rows,24,2003,0,1,0,0,532,56,1004,9223372036854775807,High,18-30
38,Female,101,1,192,133,50,0,587,Yoga,27,2,3,1,27,3,0,283,112,75,2700,Other,Lunch,Keto,9,424,4,460,Grilled,30,104,1,Pull-ups,5,22,Improves balance and coordination,368,Quadriceps,Barbell,Beginner,Back,Lateral,Dumbbell front raises,27,2260,0,1,0,0,2112,74,655,9223372036854775807,Very High,31-45
22,Female,70,1,196,158,56,1,1317,Cardio,24,1,3,1,22,1,0,244,96,65,2138,Other,Breakfast,Vegan,7,808,245,203,Steamed,10,45,1,Push Ups,4,18,Improves posture and back strength,342,"Obliques, Core",Dumbbells or Barbell,Beginner,Abs,Middle,Incline cable crossovers,22,1953,0,1,0,0,820,53,1026,9223372036854775807,Medium,18-30
30,Female,77,1,166,129,61,1,1016,Yoga,24,2,4,2,24,4,0,285,114,76,2151,Other,Snack,Paleo,34,1223,250,358,Grilled,30,15,3,Flutter Kicks,5,14,Builds shoulder width,350,"Rear Deltoids, Upper Back",Resistance Band or Cable Machine,Intermediate,Forearms,Quads,Decline cable crossovers,24,2285,0,1,0,0,1134,58,988,9223372036854775807,High,18-30
38,Male,58,1,165,135,57,1,1456,Strength,16,3,4,1,15,2,0,258,103,68,1689,Other,Lunch,Paleo,40,1848,293,494,Raw,40,101,4,Prone Cobras,4,22,Improves balance and coordination,333,"Shoulders, Upper Back",None or Dumbbell,Intermediate,Back,Anterior,Crunches,15,2065,0,1,0,0,232,49,901,9223372036854775807,Low,31-45
22,Female,86,1,163,129,58,1,1465,Yoga,25,3,4,2,23,1,0,201,81,54,2433,Other,Dinner,Balanced,43,706,134,330,Raw,49,18,1,Plyometric Push-ups,4,24,Improves hip power and cardiovascular fitness,346,"Back, Core, Shoulders",Cable Machine,Advanced,Arms,Wrist Flexors,Seated calf raises,23,1618,0,0,0,0,967,64,1303,9223372036854775807,Medium,18-30
21,Male,89,1,198,121,66,1,1779,Cardio,34,3,3,3,34,3,0,298,119,79,2414,Other,Dinner,Vegan,12,2165,205,401,Baked,51,108,2,Squats,4,19,Improves balance and coordination,333,"Back, Biceps","Bench, Barbell",Beginner,Forearms,Middle,Dumbbell curls,34,2385,0,1,0,0,634,58,1142,9223372036854775807,Low,18-30
42,Male,57,1,166,122,52,1,1427,Yoga,25,2,4,3,23,3,0,296,118,78,1683,Other,Breakfast,Vegetarian,39,236,142,367,Grilled,25,64,1,Zottman Curls,4,16,Strengthens triceps and chest,331,"Triceps, Chest",Box or Platform,Advanced,Legs,Wrist Flexors,Hanging leg raises,23,2365,0,2,0,0,255,43,1212,9223372036854775807,Low,31-45
44,Female,59,1,169,142,64,1,1243,Strength,28,1,4,2,25,3,0,236,93,62,1608,Other,Lunch,Vegetarian,25,2431,54,109,Roasted,22,110,3,Seated Rows,4,24,Builds chest strength,331,"Obliques, Core",Low Bar or TRX,Beginner,Shoulders,Upper,Triceps pushdowns,25,1887,0,1,0,0,364,42,762,9223372036854775807,Low,31-45
51,Female,86,1,190,136,66,1,1985,Strength,29,3,5,2,26,2,0,211,85,57,2402,Other,Breakfast,Vegetarian,32,1483,105,118,Grilled,60,48,2,Jumping Jacks,5,20,Targets obliques and improves core rotation,361,"Glutes, Hamstrings",Resistance Band,Beginner,Back,Quads,Bent-over lateral raises,26,1703,0,0,0,0,416,60,1228,9223372036854775807,Very High,46-60
36,Female,76,1,179,128,56,1,1793,HIIT,25,2,3,1,24,2,0,232,92,62,1962,Other,Lunch,Vegetarian,27,434,273,366,Steamed,38,39,4,Step-ups,4,17,Strengthens back and legs,355,Shoulders,Cable Machine or Resistance Band,Intermediate,Legs,Lateral,Bent-over rows,24,1864,0,1,0,0,168,56,966,9223372036854775807,High,31-45
52,Female,94,1,177,138,50,0,1065,HIIT,27,3,3,1,24,2,0,163,65,42,2542,Other,Lunch,Paleo,49,1514,149,437,Steamed,54,44,4,Superman,4,18,Improves hip power and cardiovascular fitness,370,"Triceps, Chest",Barbell,Advanced,Arms,Anterior,Decline dumbbell press,24,1300,0,0,0,0,1476,67,651,9223372036854775807,Very High,46-60
29,Female,60,1,171,119,51,1,1716,HIIT,25,1,3,2,25,2,0,196,80,52,1587,Other,Snack,Low-Carb,43,1624,220,465,Grilled,7,70,4,Decline Push-ups,4,24,Targets biceps and forearms,363,"Triceps, Chest",Kettlebell,Intermediate,Arms,Lats,Dumbbell flyes,25,1583,0,1,0,0,-129,44,945,9223372036854775807,Very High,18-30
20,Female,100,1,181,131,49,1,1298,Strength,32,3,1,1,29,3,0,170,67,45,2677,Other,Lunch,Paleo,11,1500,286,469,Baked,40,37,2,Rows,4,20,Combines lower body and upper body strength,375,Lower Abs,Low Bar or TRX,Intermediate,Forearms,Middle,Bent-over lateral raises,29,1359,0,0,0,0,1378,68,984,9223372036854775807,Very High,18-30
28,Female,87,1,176,123,71,1,1579,Cardio,27,3,4,2,25,3,0,169,66,44,2358,Other,Lunch,Vegetarian,25,1694,100,454,Boiled,48,28,4,Superman,4,16,Builds shoulder width,363,"Back, Core, Shoulders",Barbell,Beginner,Back,Posterior,Incline dumbbell flyes,25,1345,0,0,0,0,778,63,1104,9223372036854775807,Very High,18-30
31,Female,84,1,195,127,63,1,1436,Strength,30,2,2,1,27,3,0,183,74,48,2360,Other,Dinner,Paleo,38,851,30,383,Boiled,18,15,2,Plank,4,18,Targets lower chest,363,Full Core,Low Bar or TRX,Beginner,Chest,Wrist Flexors,Face pulls,27,1472,0,0,0,0,923,58,1053,9223372036854775807,Very High,31-45
26,Female,110,1,191,167,56,1,1018,Strength,33,2,1,1,30,1,0,178,72,48,2868,Other,Dinner,Paleo,45,1233,18,338,Grilled,32,7,2,Burpees,5,19,Improves shoulder health and posture,360,"Chest, Triceps",Dumbbells or Barbell,Advanced,Forearms,Wrist Extensors,Donkey kicks,30,1437,0,0,0,0,1849,74,742,9223372036854775807,Very High,18-30
31,Female,84,1,194,127,63,1,1754,HIIT,28,2,2,1,27,2,0,185,74,49,2329,Other,Dinner,Balanced,38,854,32,385,Roasted,17,16,2,Leg Press,4,18,Improves hip power and cardiovascular fitness,362,"Lower Abs, Hip Flexors",Kettlebell,Beginner,Abs,Triceps,Chest flyes,27,1481,0,0,0,0,574,59,1051,9223372036854775807,Very High,31-45
23,Male,44,1,195,122,57,0,689,HIIT,21,2,1,1,16,3,0,259,104,69,1055,Other,Lunch,Keto,44,1430,152,338,Steamed,14,19,2,Tricep Extensions,3,23,Strengthens lower abs and hip flexors,348,"Obliques, Core","Bench, Barbell",Intermediate,Chest,Lower,Plate pinch,16,2077,0,2,0,0,365,34,397,9223372036854775807,Medium,18-30
49,Female,70,1,185,165,49,0,1137,HIIT,24,1,3,1,25,3,0,167,67,44,1925,Other,Snack,Vegan,26,901,77,473,Grilled,14,48,1,Decline Push-ups,4,16,Improves posture and back strength,350,"Legs, Core",Box or Platform,Beginner,Abs,Lats,Skull crushers,25,1337,0,0,0,0,787,53,658,9223372036854775807,High,46-60
28,Male,85,1,181,138,54,1,1777,HIIT,27,2,4,1,26,1,0,164,66,44,2321,Other,Dinner,Vegan,39,876,135,430,Grilled,40,17,1,Seated Rows,5,15,Strengthens lower body,347,"Quadriceps, Glutes",Bench or Sturdy Surface,Advanced,Back,Wrist Extensors,Dumbbell front raises,26,1323,0,0,0,0,543,61,939,9223372036854775807,Medium,18-30
22,Male,57,1,179,148,57,1,820,Yoga,19,3,2,2,19,3,0,179,71,48,1722,Other,Breakfast,Vegetarian,49,1148,35,278,Boiled,21,38,1,Calf Raises,4,22,Advanced core exercise,338,Triceps,Cable Machine or Resistance Band,Advanced,Forearms,Posterior,Triceps dips,19,1440,0,1,0,0,901,46,772,9223372036854775807,Medium,18-30
49,Male,60,1,180,130,61,1,826,Yoga,23,3,4,1,17,2,0,198,79,53,1590,Other,Dinner,Paleo,25,401,33,353,Fried,19,88,2,Dips,4,24,Strengthens core and improves mobility,335,Quadriceps,Bench or Sturdy Surface,Intermediate,Back,Lats,Chest flyes,17,1592,0,1,0,0,763,46,772,9223372036854775807,Low,46-60
32,Male,67,1,167,165,53,1,1425,Strength,21,3,1,1,18,4,0,234,93,63,1931,Other,Snack,Vegan,38,2350,5,130,Raw,45,58,4,Tricep Extensions,3,15,Targets lower abs,368,"Lower Chest, Triceps","Bench, Barbell",Beginner,Arms,Middle,Standing calf raises,18,1880,0,1,0,0,505,53,1060,9223372036854775807,Very High,31-45
18,Female,72,1,168,140,63,1,864,Yoga,26,1,4,2,23,1,0,165,66,43,2047,Other,Breakfast,Low-Carb,6,1717,299,405,Steamed,23,8,3,Turkish Get-ups,5,22,Builds lower body power and endurance,336,"Quadriceps, Glutes",Cable Machine,Advanced,Arms,Upper,Barbell rows,23,1321,0,0,0,0,1183,53,808,9223372036854775807,Low,<18
43,Female,54,1,172,159,71,1,1348,HIIT,23,2,4,2,18,3,0,242,96,64,1376,Other,Snack,Low-Carb,46,743,189,194,Fried,54,54,4,Frog Jumps,4,22,Improves cardiovascular fitness,328,"Quadriceps, Hamstrings, Glutes",Pull-up Bar,Beginner,Back,Lateral,Incline dumbbell press,18,1936,0,1,0,0,27,41,670,9223372036854775807,Low,31-45
34,Female,53,1,189,132,59,1,753,Yoga,29,2,2,1,23,2,0,223,89,59,1674,Other,Dinner,Keto,31,615,185,322,Baked,21,107,4,Step-ups,4,24,Strengthens back and legs,344,"Legs, Shoulders, Core",Cable Machine or Resistance Band,Advanced,Chest,Anterior,Barbell squats,23,1781,0,1,0,0,920,37,784,9223372036854775807,Medium,31-45
40,Male,56,1,198,153,56,1,2082,Strength,21,2,5,3,17,3,0,220,88,58,1528,Other,Breakfast,Keto,28,241,252,173,Steamed,58,81,2,Push Ups,3,18,Builds chest strength,334,Triceps,Cable Machine,Advanced,Shoulders,Quads,Wrist curl,17,1760,0,1,0,0,-554,44,1189,9223372036854775807,Low,31-45
51,Female,50,1,169,132,66,0,1026,HIIT,21,2,1,1,15,3,0,282,113,74,1367,Other,Breakfast,Vegetarian,28,230,33,255,Grilled,41,105,3,Bird Dogs,4,25,Builds unilateral leg strength,351,Full Core,Low Bar or TRX,Beginner,Arms,Grip Strength,Seated calf raises,15,2257,0,2,0,0,340,39,597,9223372036854775807,High,46-60
40,Female,66,1,186,142,67,0,507,Yoga,24,3,1,1,23,3,0,208,83,55,1721,Other,Breakfast,Vegetarian,9,942,148,333,Fried,36,113,4,Squats,5,22,Improves shoulder mobility and posture,350,Calves,Low Bar or TRX,Beginner,Arms,Grip Strength,Incline dumbbell press,23,1667,0,1,0,0,1213,50,539,9223372036854775807,High,31-45
39,Male,72,1,173,130,67,0,573,Yoga,28,1,3,1,28,4,0,178,72,48,1944,Other,Snack,Paleo,43,735,128,424,Fried,43,101,1,Deadlifts,4,18,Targets biceps and forearms,357,"Lower Back, Glutes",None or Dumbbells,Beginner,Abs,Upper,Bicep Curls,28,1436,0,0,0,0,1370,51,621,9223372036854775807,High,31-45
43,Female,69,1,192,155,68,1,679,Yoga,29,2,3,1,22,3,0,226,91,60,1951,Other,Lunch,Paleo,46,2494,177,280,Baked,34,108,3,Deadlifts,4,18,Activates and strengthens glutes,348,Core,Resistance Band,Intermediate,Shoulders,Middle,Dumbbell flyes,22,1817,0,1,0,0,1271,49,718,9223372036854775807,High,31-45
25,Female,74,1,177,124,71,0,799,Cardio,26,2,2,1,26,2,0,206,82,54,2033,Other,Dinner,Balanced,8,1014,299,347,Grilled,56,61,1,Lunges,4,14,Improves unilateral leg strength and balance,334,"Core, Lower Back",Pull-up Bar,Advanced,Legs,Lats,Romanian deadlifts,26,1649,0,1,0,0,1233,54,609,9223372036854775807,Low,18-30
50,Male,109,1,181,156,64,0,652,HIIT,35,3,3,1,34,2,0,180,71,48,2858,Other,Breakfast,Vegetarian,28,136,242,142,Baked,12,19,4,Push-ups,5,19,Improves coordination and cardiovascular health,345,"Lower Chest, Triceps",Wall,Advanced,Arms,Lower,Preacher curls,34,1442,0,0,0,0,2205,71,373,9223372036854775807,Medium,46-60
45,Female,60,1,165,147,62,1,1253,Strength,24,2,3,2,21,1,0,249,100,66,1578,Other,Breakfast,Vegetarian,16,1297,52,123,Roasted,28,35,1,Bear Crawls,4,23,Strengthens triceps and chest,350,Triceps,Kettlebell,Beginner,Abs,Wrist Extensors,Face pulls,21,1997,0,1,0,0,324,45,813,9223372036854775807,High,31-45
41,Male,48,1,173,130,63,1,1516,HIIT,17,1,3,1,21,3,0,267,106,70,1233,Other,Dinner,Balanced,11,2345,159,225,Fried,15,45,5,Push-ups,3,19,Improves core stability and upper body strength,365,Full Core,Dumbbells or Barbell,Intermediate,Forearms,Posterior,Incline dumbbell flyes,21,2129,0,2,0,0,-283,39,840,9223372036854775807,Very High,31-45
28,Male,86,1,183,128,71,1,1293,Yoga,34,3,4,2,31,3,0,193,78,51,2350,Other,Breakfast,Low-Carb,34,199,261,153,Roasted,27,104,4,Renegade Rows,5,17,Strengthens back and legs,348,"Legs, Shoulders, Core",Cable Machine,Advanced,Arms,Grip Strength,Hammer curls,31,1549,0,0,0,0,1056,56,1155,9223372036854775807,Medium,18-30
